from_date,to_date,public_health_unit,age_group,total_cases,total_deaths,total_hospitalizations_count,percent_cases,percent_deaths,percent_hospitalizations,population_2022,individuals_2022,cases_per_100k,deaths_per_100k,hospitalizations_per_100k
"January 15, 2020","March 2, 2022",Halton Region,80+,1952,240,365,0.04599868036572721,0.7079646017699115,0.3230088495575221,610575,24526,7959,979,1488
"January 15, 2020","March 2, 2022",City of Hamilton,0 to 4,1322,0,21,0.027244250267908665,0,0.009325044404973356,581722,30635,4315,0,69
"January 15, 2020","March 2, 2022",City of Hamilton,12 to 19,4340,0,18,0.0894402769763416,0,0.007992895204262877,581722,53978,8040,0,33
"January 15, 2020","March 2, 2022",City of Hamilton,20 to 39,18799,5,191,0.38741653614706123,0.009560229445506692,0.08481349911190053,581722,151206,12433,3,126
"January 15, 2020","March 2, 2022",City of Hamilton,40 to 59,13313,23,481,0.2743590800428654,0.04397705544933078,0.2135879218472469,581722,163736,8131,14,294
"January 15, 2020","March 2, 2022",City of Hamilton,5 to 11,2702,0,8,0.055683785343335256,0,0.003552397868561279,581722,44583,6061,0,18
"January 15, 2020","March 2, 2022",City of Hamilton,60 to 79,5867,184,908,0.12090924078806364,0.35181644359464626,0.40319715808170514,581722,108984,5383,169,833
"January 15, 2020","March 2, 2022",City of Hamilton,80+,2181,311,625,0.044946830434424205,0.5946462715105163,0.2775310834813499,581722,28608,7624,1087,2185
"January 15, 2020","March 2, 2022",Hastings Prince Edward,0 to 4,250,0,6,0.03583715596330275,0,0.024896265560165973,172830,8203,3048,0,73
"January 15, 2020","March 2, 2022",Hastings Prince Edward,12 to 19,646,0,4,0.09260321100917432,0,0.016597510373443983,172830,14478,4462,0,28
"January 15, 2020","March 2, 2022",Hastings Prince Edward,20 to 39,2606,1,24,0.3735665137614679,0.022222222222222223,0.0995850622406639,172830,36425,7154,3,66
"January 15, 2020","March 2, 2022",Hastings Prince Edward,40 to 59,1776,2,38,0.2545871559633027,0.044444444444444446,0.15767634854771784,172830,48687,3648,4,78
"January 15, 2020","March 2, 2022",Hastings Prince Edward,5 to 11,479,0,0,0.06866399082568807,0,0,172830,12318,3889,0,0
"January 15, 2020","March 2, 2022",Hastings Prince Edward,60 to 79,924,21,111,0.13245412844036697,0.4666666666666667,0.4605809128630705,172830,42934,2152,49,259
"January 15, 2020","March 2, 2022",Hastings Prince Edward,80+,295,21,58,0.04228784403669725,0.4666666666666667,0.24066390041493776,172830,9785,3015,215,593
"January 15, 2020","March 2, 2022",Chatham-Kent,0 to 4,204,0,5,0.029479768786127167,0,0.017985611510791366,106620,5512,3701,0,91
"January 15, 2020","March 2, 2022",Chatham-Kent,12 to 19,674,0,3,0.097398843930635845,0,0.01079136690647482,106620,10011,6733,0,30
"January 15, 2020","March 2, 2022",Chatham-Kent,20 to 39,2374,1,33,0.3430635838150289,0.013888888888888888,0.11870503597122302,106620,22574,10517,4,146
"January 15, 2020","March 2, 2022",Chatham-Kent,40 to 59,1965,10,64,0.28395953757225434,0.1388888888888889,0.2302158273381295,106620,29784,6598,34,215
"January 15, 2020","March 2, 2022",Chatham-Kent,5 to 11,459,0,0,0.06632947976878613,0,0,106620,8347,5499,0,0
"January 15, 2020","March 2, 2022",Chatham-Kent,60 to 79,932,30,114,0.13468208092485548,0.4166666666666667,0.41007194244604317,106620,24377,3823,123,468
"January 15, 2020","March 2, 2022",Chatham-Kent,80+,312,31,59,0.04508670520231214,0.4305555555555556,0.21223021582733814,106620,6013,5189,516,981
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",0 to 4,398,0,4,0.0381957773512476,0,0.02185792349726776,209230,9760,4078,0,41
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",12 to 19,1245,0,2,0.11948176583493282,0,0.01092896174863388,209230,17713,7029,0,11
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",20 to 39,4791,1,8,0.45978886756238,0.03125,0.04371584699453552,209230,51825,9245,2,15
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",40 to 59,2147,2,40,0.2060460652591171,0.0625,0.2185792349726776,209230,57955,3705,3,69
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",5 to 11,752,0,2,0.07216890595009597,0,0.01092896174863388,209230,14797,5082,0,14
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",60 to 79,921,17,77,0.08838771593090211,0.53125,0.4207650273224044,209230,46269,1991,37,166
"January 15, 2020","March 2, 2022","Kingston, Frontenac and Lennox & Addington",80+,166,12,50,0.015930902111324377,0.375,0.273224043715847,209230,10913,1521,110,458
"January 15, 2020","March 2, 2022",Lambton,0 to 4,305,0,7,0.03124359762343782,0,0.020588235294117647,132972,6431,4743,0,109
"January 15, 2020","March 2, 2022",Lambton,12 to 19,851,1,5,0.08717475927064126,0.007874015748031496,0.014705882352941176,132972,11439,7439,9,44
"January 15, 2020","March 2, 2022",Lambton,20 to 39,3333,2,20,0.3414259373079287,0.015748031496062992,0.058823529411764705,132972,29679,11230,7,67
"January 15, 2020","March 2, 2022",Lambton,40 to 59,2673,7,71,0.27381684081130914,0.05511811023622047,0.2088235294117647,132972,36026,7420,19,197
"January 15, 2020","March 2, 2022",Lambton,5 to 11,572,0,0,0.05859455029707027,0,0,132972,10002,5719,0,0
"January 15, 2020","March 2, 2022",Lambton,60 to 79,1532,54,141,0.15693505429215324,0.4251968503937008,0.4147058823529412,132972,31910,4801,169,442
"January 15, 2020","March 2, 2022",Lambton,80+,496,63,96,0.05080926039745954,0.49606299212598426,0.2823529411764706,132972,7497,6616,840,1281
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",0 to 4,203,0,1,0.0299013109441744,0,0.004347826086956522,179946,7873,2578,0,13
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",12 to 19,581,0,1,0.0855796140816026,0,0.004347826086956522,179946,15523,3743,0,6
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",20 to 39,2257,0,17,0.33244955074385035,0,0.07391304347826087,179946,34651,6514,0,49
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",40 to 59,1820,4,45,0.26808071880983947,0.04819277108433735,0.1956521739130435,179946,53167,3423,8,85
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",5 to 11,442,0,2,0.06510531742524672,0,0.008695652173913044,179946,12520,3530,0,16
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",60 to 79,1079,27,109,0.15893356900869052,0.3253012048192771,0.47391304347826085,179946,46415,2325,58,235
"January 15, 2020","March 2, 2022","Leeds, Grenville & Lanark District",80+,407,52,55,0.05994991898659596,0.6265060240963856,0.2391304347826087,179946,9803,4152,530,561
"January 15, 2020","March 2, 2022",Middlesex-London,0 to 4,983,0,37,0.030824709940420195,0,0.02598314606741573,510609,27104,3627,0,137
"January 15, 2020","March 2, 2022",Middlesex-London,12 to 19,3372,2,23,0.1057384760112888,0.005714285714285714,0.016151685393258428,510609,47349,7122,4,49
"January 15, 2020","March 2, 2022",Middlesex-London,20 to 39,12840,4,179,0.4026340545625588,0.011428571428571429,0.12570224719101122,510609,138742,9255,3,129
"January 15, 2020","March 2, 2022",Middlesex-London,40 to 59,7952,27,288,0.249357165255566,0.07714285714285714,0.20224719101123595,510609,139600,5696,19,206
"January 15, 2020","March 2, 2022",Middlesex-London,5 to 11,1918,0,8,0.06014424584509251,0,0.0056179775280898875,510609,40027,4792,0,20
"January 15, 2020","March 2, 2022",Middlesex-London,60 to 79,3425,122,526,0.10740043900909375,0.3485714285714286,0.3693820224719101,510609,94712,3616,129,555
"January 15, 2020","March 2, 2022",Middlesex-London,80+,1400,195,363,0.04390090937597993,0.5571428571428572,0.25491573033707865,510609,23085,6065,845,1572
"January 15, 2020","March 2, 2022",Niagara Region,0 to 4,789,0,36,0.023036496350364963,0,0.024844720496894408,481727,22345,3531,0,161
"January 15, 2020","March 2, 2022",Niagara Region,12 to 19,2825,0,20,0.08248175182481751,0,0.013802622498274672,481727,42739,6610,0,47
"January 15, 2020","March 2, 2022",Niagara Region,20 to 39,12210,6,168,0.3564963503649635,0.011450381679389313,0.11594202898550725,481727,108889,11213,6,154
"January 15, 2020","March 2, 2022",Niagara Region,40 to 59,9405,19,276,0.2745985401459854,0.03625954198473282,0.19047619047619047,481727,135111,6961,14,204
"January 15, 2020","March 2, 2022",Niagara Region,5 to 11,1678,0,10,0.04899270072992701,0,0.006901311249137336,481727,34378,4881,0,29
"January 15, 2020","March 2, 2022",Niagara Region,60 to 79,5018,149,523,0.1465109489051095,0.28435114503816794,0.3609385783298827,481727,109626,4577,136,477
"January 15, 2020","March 2, 2022",Niagara Region,80+,2325,350,416,0.06788321167883211,0.6679389312977099,0.28709454796411316,481727,28642,8117,1222,1452
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,0 to 4,139,0,2,0.03580628541988665,0,0.01680672268907563,129308,5739,2422,0,35
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,12 to 19,358,0,0,0.09222050489438434,0,0,129308,10532,3399,0,0
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,20 to 39,1428,0,5,0.3678516228748068,0,0.04201680672268908,129308,27210,5248,0,18
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,40 to 59,1054,2,34,0.2715095311695003,0.08695652173913043,0.2857142857142857,129308,37444,2815,5,91
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,5 to 11,223,0,2,0.057444616177228236,0,0.01680672268907563,129308,8809,2532,0,23
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,60 to 79,509,9,52,0.13111798042246264,0.391304347826087,0.4369747899159664,129308,32630,1560,28,159
"January 15, 2020","March 2, 2022",North Bay Parry Sound District,80+,171,12,24,0.04404945904173107,0.5217391304347826,0.20168067226890757,129308,6955,2459,173,345
"January 15, 2020","March 2, 2022",Northwestern,0 to 4,310,0,3,0.06253782529755901,0,0.025423728813559324,81185,5070,6114,0,59
"January 15, 2020","March 2, 2022",Northwestern,12 to 19,548,0,2,0.11055073633245915,0,0.01694915254237288,81185,8422,6507,0,24
"January 15, 2020","March 2, 2022",Northwestern,20 to 39,1764,1,22,0.35586039943514225,0.05263157894736842,0.1864406779661017,81185,18822,9372,5,117
"January 15, 2020","March 2, 2022",Northwestern,40 to 59,1210,6,45,0.24409925358079484,0.3157894736842105,0.3813559322033898,81185,22267,5434,27,202
"January 15, 2020","March 2, 2022",Northwestern,5 to 11,464,0,0,0.0936050030260238,0,0,81185,7533,6160,0,0
"January 15, 2020","March 2, 2022",Northwestern,60 to 79,529,6,34,0.10671777284647972,0.3157894736842105,0.288135593220339,81185,15817,3345,38,215
"January 15, 2020","March 2, 2022",Northwestern,80+,132,6,12,0.026629009481541253,0.3157894736842105,0.1016949152542373,81185,3265,4043,184,368
"January 15, 2020","March 2, 2022",Ottawa,0 to 4,2198,0,19,0.03490440195642508,0,0.008566275924256087,1043130,54566,4028,0,35
"January 15, 2020","March 2, 2022",Ottawa,12 to 19,6160,0,21,0.09782125389061805,0,0.009467989179440937,1043130,99426,6196,0,21
"January 15, 2020","March 2, 2022",Ottawa,20 to 39,24344,3,214,0.3865845137521438,0.003952569169960474,0.09648331830477908,1043130,283146,8598,1,76
"January 15, 2020","March 2, 2022",Ottawa,40 to 59,16122,47,544,0.2560185479260624,0.061923583662714096,0.24526600541027954,1043130,299973,5374,16,181
"January 15, 2020","March 2, 2022",Ottawa,5 to 11,4802,0,5,0.07625611382836817,0,0.002254283137962128,1043130,83689,5738,0,6
"January 15, 2020","March 2, 2022",Ottawa,60 to 79,6290,240,857,0.0998856634694785,0.31620553359683795,0.3863841298467087,1043130,180429,3486,133,475
"January 15, 2020","March 2, 2022",Ottawa,80+,3056,469,558,0.04852950517690402,0.6179183135704874,0.2515779981965735,1043130,41910,7292,1119,1331
"January 15, 2020","March 2, 2022",Peel,0 to 4,4573,1,82,0.026549083583458637,8.312551953449709e-4,0.01759656652360515,1563647,86362,5295,1,95
"January 15, 2020","March 2, 2022",Peel,12 to 19,14231,1,39,0.0826197263232451,8.312551953449709e-4,0.008369098712446352,1563647,171017,8321,1,23
"January 15, 2020","March 2, 2022",Peel,20 to 39,71400,19,500,0.4145210076227743,0.015793848711554447,0.1072961373390558,1563647,425313,16788,4,118
"January 15, 2020","March 2, 2022",Peel,40 to 59,48200,117,1128,0.27983070822713896,0.09725685785536159,0.24206008583690988,1563647,455878,10573,26,247
"January 15, 2020","March 2, 2022",Peel,5 to 11,9306,1,24,0.054027065783438896,8.312551953449709e-4,0.005150214592274678,1563647,139468,6672,1,17
"January 15, 2020","March 2, 2022",Peel,60 to 79,20038,416,1749,0.11633294048662676,0.3458021612635079,0.3753218884120172,1563647,240905,8318,173,726
"January 15, 2020","March 2, 2022",Peel,80+,4499,648,1138,0.02611946797331739,0.5386533665835411,0.244206008583691,1563647,44694,10066,1450,2546
"January 15, 2020","March 2, 2022",Huron Perth,0 to 4,202,0,6,0.035296173335663115,0,0.03225806451612903,146243,8409,2402,0,71
"January 15, 2020","March 2, 2022",Huron Perth,12 to 19,519,0,1,0.09068670277826314,0,0.005376344086021506,146243,14153,3667,0,7
"January 15, 2020","March 2, 2022",Huron Perth,20 to 39,1979,2,14,0.34579765857067973,0.02040816326530612,0.07526881720430108,146243,32211,6144,6,43
"January 15, 2020","March 2, 2022",Huron Perth,40 to 59,1451,8,39,0.2535383540101345,0.08163265306122448,0.20967741935483872,146243,38798,3740,21,101
"January 15, 2020","March 2, 2022",Huron Perth,5 to 11,372,0,0,0.06500087366765682,0,0,146243,12023,3094,0,0
"January 15, 2020","March 2, 2022",Huron Perth,60 to 79,818,37,77,0.14293202865629914,0.37755102040816324,0.41397849462365593,146243,32447,2521,114,237
"January 15, 2020","March 2, 2022",Huron Perth,80+,382,51,49,0.06674820898130351,0.5204081632653061,0.26344086021505375,146243,8204,4656,622,597
"January 15, 2020","March 2, 2022",Peterborough,0 to 4,209,0,6,0.03706330909735769,0,0.027906976744186046,148118,7136,2929,0,84
"January 15, 2020","March 2, 2022",Peterborough,12 to 19,567,0,2,0.1005497428622096,0,0.009302325581395349,148118,12038,4710,0,17
"January 15, 2020","March 2, 2022",Peterborough,20 to 39,2274,1,23,0.4032629898918248,0.01694915254237288,0.10697674418604651,148118,34073,6674,3,68
"January 15, 2020","March 2, 2022",Peterborough,40 to 59,1251,5,55,0.22184784536265295,0.0847457627118644,0.2558139534883721,148118,39222,3190,13,140
"January 15, 2020","March 2, 2022",Peterborough,5 to 11,338,0,0,0.05993970562156411,0,0,148118,10040,3367,0,0
"January 15, 2020","March 2, 2022",Peterborough,60 to 79,655,23,73,0.116155346692676,0.3898305084745763,0.3395348837209302,148118,36297,1805,63,201
"January 15, 2020","March 2, 2022",Peterborough,80+,345,30,56,0.06118106047171484,0.5084745762711864,0.26046511627906976,148118,9306,3707,322,602
"January 15, 2020","March 2, 2022",Porcupine,0 to 4,358,0,3,0.06430752649541943,0,0.01675977653631285,85000,4967,7208,0,60
"January 15, 2020","March 2, 2022",Porcupine,12 to 19,611,0,7,0.10975390695167954,0,0.03910614525139665,85000,8101,7542,0,86
"January 15, 2020","March 2, 2022",Porcupine,20 to 39,2072,0,37,0.3721932818394108,0,0.20670391061452514,85000,20008,10356,0,185
"January 15, 2020","March 2, 2022",Porcupine,40 to 59,1278,5,58,0.22956709179091073,0.10638297872340426,0.3240223463687151,85000,24682,5178,20,235
"January 15, 2020","March 2, 2022",Porcupine,5 to 11,552,0,0,0.09915573917729477,0,0,85000,7112,7762,0,0
"January 15, 2020","March 2, 2022",Porcupine,60 to 79,537,22,61,0.09646128974312915,0.46808510638297873,0.3407821229050279,85000,16702,3215,132,365
"January 15, 2020","March 2, 2022",Porcupine,80+,159,20,13,0.02856116400215556,0.425531914893617,0.07262569832402235,85000,3427,4640,584,379
"January 15, 2020","March 2, 2022",Renfrew County and District,0 to 4,109,0,1,0.03230586840545347,0,0.006024096385542169,108474,5948,1833,0,17
"January 15, 2020","March 2, 2022",Renfrew County and District,12 to 19,328,0,0,0.0972139893301719,0,0,108474,8968,3657,0,0
"January 15, 2020","March 2, 2022",Renfrew County and District,20 to 39,1062,1,13,0.3147599288678127,0.030303030303030304,0.0783132530120482,108474,25335,4192,4,51
"January 15, 2020","March 2, 2022",Renfrew County and District,40 to 59,915,4,36,0.2711914641375222,0.12121212121212122,0.21686746987951808,108474,29330,3120,14,123
"January 15, 2020","March 2, 2022",Renfrew County and District,5 to 11,211,0,0,0.06253704801422644,0,0,108474,8085,2610,0,0
"January 15, 2020","March 2, 2022",Renfrew County and District,60 to 79,531,12,69,0.15737996443390634,0.36363636363636365,0.41566265060240964,108474,24853,2137,48,278
"January 15, 2020","March 2, 2022",Renfrew County and District,80+,218,16,47,0.06461173681090694,0.48484848484848486,0.28313253012048195,108474,5953,3662,269,790
"January 15, 2020","March 2, 2022",Eastern Ontario,0 to 4,444,0,12,0.032489389726328116,0,0.015345268542199489,215859,11263,3942,0,107
"January 15, 2020","March 2, 2022",Eastern Ontario,12 to 19,1164,0,5,0.08517488657983316,0,0.00639386189258312,215859,18953,6142,0,26
"January 15, 2020","March 2, 2022",Eastern Ontario,20 to 39,4143,0,70,0.3031611298112103,0,0.08951406649616368,215859,46352,8938,0,151
"January 15, 2020","March 2, 2022",Eastern Ontario,40 to 59,3733,12,131,0.27315966632518657,0.05660377358490566,0.16751918158567775,215859,63641,5866,19,206
"January 15, 2020","March 2, 2022",Eastern Ontario,5 to 11,868,0,2,0.06351529342894775,0,0.0025575447570332483,215859,16668,5208,0,12
"January 15, 2020","March 2, 2022",Eastern Ontario,60 to 79,2239,72,345,0.16383726035416363,0.33962264150943394,0.4411764705882353,215859,48561,4611,148,710
"January 15, 2020","March 2, 2022",Eastern Ontario,80+,1075,128,217,0.07866237377433045,0.6037735849056604,0.2774936061381074,215859,10422,10315,1228,2082
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,0 to 4,1142,1,22,0.0319324441461846,0.0024390243902439024,0.018596787827557058,604512,29921,3817,3,74
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,12 to 19,3219,0,10,0.09000922741380757,0,0.0084530853761623,604512,56242,5723,0,18
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,20 to 39,13421,4,115,0.3752761233677264,0.00975609756097561,0.09721048182586645,604512,139556,9617,3,82
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,40 to 59,9848,31,252,0.2753683975058021,0.07560975609756097,0.21301775147928995,604512,176509,5579,18,143
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,5 to 11,2432,0,0,0.06800324357576266,0,0,604512,46758,5201,0,0
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,60 to 79,4292,151,543,0.12001230321841008,0.36829268292682926,0.45900253592561285,604512,127292,3372,119,427
"January 15, 2020","March 2, 2022",Simcoe Muskoka District,80+,1409,223,241,0.03939826077230658,0.5439024390243903,0.2037193575655114,604512,28226,4992,790,854
"January 15, 2020","March 2, 2022",Sudbury & Districts,0 to 4,359,0,3,0.031778348234044435,0,0.00641025641025641,205257,10192,3522,0,29
"January 15, 2020","March 2, 2022",Sudbury & Districts,12 to 19,974,0,11,0.08621757988846597,0,0.023504273504273504,205257,17988,5415,0,61
"January 15, 2020","March 2, 2022",Sudbury & Districts,20 to 39,4117,4,75,0.36443303531911125,0.037037037037037035,0.16025641025641027,205257,48350,8515,8,155
"January 15, 2020","March 2, 2022",Sudbury & Districts,40 to 59,2843,8,95,0.2516597326723909,0.07407407407407407,0.202991452991453,205257,59671,4764,13,159
"January 15, 2020","March 2, 2022",Sudbury & Districts,5 to 11,913,0,2,0.08081791626095423,0,0.004273504273504274,205257,14998,6087,0,13
"January 15, 2020","March 2, 2022",Sudbury & Districts,60 to 79,1425,34,182,0.12613968310170842,0.3148148148148148,0.3888888888888889,205257,44228,3222,77,412
"January 15, 2020","March 2, 2022",Sudbury & Districts,80+,666,62,100,0.058953704523324775,0.5740740740740741,0.21367521367521367,205257,9827,6777,631,1018
"January 15, 2020","March 2, 2022",Thunder Bay District,0 to 4,382,0,11,0.04326160815402039,0,0.02972972972972973,157706,8063,4738,0,136
"January 15, 2020","March 2, 2022",Thunder Bay District,12 to 19,724,0,7,0.08199320498301246,0,0.01891891891891892,157706,13914,5203,0,50
