date	public_health_unit	new_cases	total_phu_new
2020-10-05	Middlesex-London	8	615
2020-10-05	Niagara Region	9	615
2020-10-05	North Bay Parry Sound District	0	615
2020-10-05	Northwestern	0	615
2020-10-05	Ottawa	81	615
2020-10-05	Peel	88	615
2020-10-05	Peterborough	0	615
2020-10-05	Porcupine	0	615
2020-10-05	Region of Waterloo	15	615
2020-10-05	Renfrew County and District	2	615
2020-10-05	Simcoe Muskoka District	9	615
2020-10-05	Southwestern	2	615
2020-10-05	Sudbury & District	0	615
2020-10-05	Thunder Bay District	0	615
2020-10-05	Timiskaming	1	615
2020-10-05	Toronto	289	615
2020-10-05	Wellington-Dufferin-Guelph	5	615
2020-10-05	Windsor-Essex County	1	615
2020-10-05	York Region	47	615
2020-10-06	Algoma	0	548
2020-10-06	Brant County	3	548
2020-10-06	Chatham-Kent	0	548
2020-10-06	Durham Region	12	548
2020-10-06	Eastern Ontario	13	548
2020-10-06	Grey Bruce	1	548
2020-10-06	Haldimand-Norfolk	0	548
2020-10-06	Haliburton, Kawartha, Pine Ridge District	2	548
2020-10-06	Halton Region	30	548
2020-10-06	Hamilton	15	548
2020-10-06	Hastings and Prince Edward Counties	0	548
2020-10-06	Huron Perth District	0	548
2020-10-06	Kingston, Frontenac and Lennox & Addington	6	548
2020-10-06	Lambton	-1	548
2020-10-06	Leeds, Grenville and Lanark District	1	548
2020-10-06	Middlesex-London	3	548
2020-10-06	Niagara Region	17	548
2020-10-06	North Bay Parry Sound District	-1	548
2020-10-06	Northwestern	-1	548
2020-10-06	Ottawa	62	548
2020-10-06	Peel	90	548
2020-10-06	Peterborough	1	548
2020-10-06	Porcupine	0	548
2020-10-06	Region of Waterloo	21	548
2020-10-06	Renfrew County and District	1	548
2020-10-06	Simcoe Muskoka District	10	548
2020-10-06	Southwestern	0	548
2020-10-06	Sudbury & District	0	548
2020-10-06	Thunder Bay District	0	548
2020-10-06	Timiskaming	0	548
2020-10-06	Toronto	201	548
2020-10-06	Wellington-Dufferin-Guelph	4	548
2020-10-06	Windsor-Essex County	2	548
2020-10-06	York Region	56	548
2020-10-07	Algoma	2	583
2020-10-07	Brant County	1	583
2020-10-07	Chatham-Kent	0	583
2020-10-07	Durham Region	12	583
2020-10-07	Eastern Ontario	5	583
2020-10-07	Grey Bruce	1	583
2020-10-07	Haldimand-Norfolk	2	583
2020-10-07	Haliburton, Kawartha, Pine Ridge District	-1	583
2020-10-07	Halton Region	15	583
2020-10-07	Hamilton	25	583
2020-10-07	Hastings and Prince Edward Counties	-1	583
2020-10-07	Huron Perth District	1	583
2020-10-07	Kingston, Frontenac and Lennox & Addington	2	583
2020-10-07	Lambton	0	583
2020-10-07	Leeds, Grenville and Lanark District	4	583
2020-10-07	Middlesex-London	12	583
2020-10-07	Niagara Region	8	583
2020-10-07	North Bay Parry Sound District	0	583
2020-10-07	Northwestern	1	583
2020-10-07	Ottawa	121	583
2020-10-07	Peel	70	583
2020-10-07	Peterborough	1	583
2020-10-07	Porcupine	1	583
2020-10-07	Region of Waterloo	17	583
2020-10-07	Renfrew County and District	2	583
2020-10-07	Simcoe Muskoka District	23	583
2020-10-07	Southwestern	0	583
2020-10-07	Sudbury & District	0	583
2020-10-07	Thunder Bay District	0	583
2020-10-07	Timiskaming	-1	583
2020-10-07	Toronto	173	583
2020-10-07	Wellington-Dufferin-Guelph	8	583
2020-10-07	Windsor-Essex County	4	583
2020-10-07	York Region	75	583
2020-10-08	Algoma	1	797
2020-10-08	Brant County	0	797
2020-10-08	Chatham-Kent	0	797
2020-10-08	Durham Region	22	797
2020-10-08	Eastern Ontario	6	797
2020-10-08	Grey Bruce	0	797
2020-10-08	Haldimand-Norfolk	0	797
2020-10-08	Haliburton, Kawartha, Pine Ridge District	1	797
2020-10-08	Halton Region	33	797
2020-10-08	Hamilton	11	797
2020-10-08	Hastings and Prince Edward Counties	0	797
2020-10-08	Huron Perth District	1	797
2020-10-08	Kingston, Frontenac and Lennox & Addington	1	797
2020-10-08	Lambton	0	797
2020-10-08	Leeds, Grenville and Lanark District	0	797
2020-10-08	Middlesex-London	11	797
2020-10-08	Niagara Region	7	797
2020-10-08	North Bay Parry Sound District	0	797
2020-10-08	Northwestern	0	797
2020-10-08	Ottawa	182	797
2020-10-08	Peel	134	797
2020-10-08	Peterborough	0	797
2020-10-08	Porcupine	0	797
2020-10-08	Region of Waterloo	10	797
2020-10-08	Renfrew County and District	1	797
2020-10-08	Simcoe Muskoka District	24	797
2020-10-08	Southwestern	0	797
2020-10-08	Sudbury & District	1	797
2020-10-08	Thunder Bay District	0	797
2020-10-08	Timiskaming	0	797
2020-10-08	Toronto	265	797
2020-10-08	Wellington-Dufferin-Guelph	3	797
2020-10-08	Windsor-Essex County	5	797
2020-10-08	York Region	78	797
2020-10-09	Algoma	0	939
2020-10-09	Brant County	2	939
2020-10-09	Chatham-Kent	0	939
2020-10-09	Durham Region	32	939
2020-10-09	Eastern Ontario	5	939
2020-10-09	Grey Bruce	0	939
2020-10-09	Haldimand-Norfolk	2	939
2020-10-09	Haliburton, Kawartha, Pine Ridge District	0	939
2020-10-09	Halton Region	59	939
2020-10-09	Hamilton	40	939
2020-10-09	Hastings and Prince Edward Counties	1	939
2020-10-09	Huron Perth District	0	939
2020-10-09	Kingston, Frontenac and Lennox & Addington	2	939
2020-10-09	Lambton	1	939
2020-10-09	Leeds, Grenville and Lanark District	1	939
2020-10-09	Middlesex-London	24	939
2020-10-09	Niagara Region	10	939
2020-10-09	North Bay Parry Sound District	1	939
2020-10-09	Northwestern	1	939
2020-10-09	Ottawa	126	939
2020-10-09	Peel	150	939
2020-10-09	Peterborough	1	939
2020-10-09	Porcupine	0	939
2020-10-09	Region of Waterloo	13	939
2020-10-09	Renfrew County and District	1	939
2020-10-09	Simcoe Muskoka District	28	939
2020-10-09	Southwestern	0	939
2020-10-09	Sudbury & District	1	939
2020-10-09	Thunder Bay District	0	939
2020-10-09	Timiskaming	0	939
2020-10-09	Toronto	336	939
2020-10-09	Wellington-Dufferin-Guelph	16	939
2020-10-09	Windsor-Essex County	18	939
2020-10-09	York Region	68	939
2020-10-10	Algoma	0	809
2020-10-10	Brant County	5	809
2020-10-10	Chatham-Kent	0	809
2020-10-10	Durham Region	25	809
2020-10-10	Eastern Ontario	9	809
2020-10-10	Grey Bruce	2	809
2020-10-10	Haldimand-Norfolk	1	809
2020-10-10	Haliburton, Kawartha, Pine Ridge District	0	809
2020-10-10	Halton Region	32	809
2020-10-10	Hamilton	24	809
2020-10-10	Hastings and Prince Edward Counties	1	809
2020-10-10	Huron Perth District	0	809
2020-10-10	Kingston, Frontenac and Lennox & Addington	1	809
2020-10-10	Lambton	-1	809
2020-10-10	Leeds, Grenville and Lanark District	2	809
2020-10-10	Middlesex-London	2	809
2020-10-10	Niagara Region	12	809
2020-10-10	North Bay Parry Sound District	0	809
2020-10-10	Northwestern	0	809
2020-10-10	Ottawa	94	809
2020-10-10	Peel	123	809
2020-10-10	Peterborough	0	809
2020-10-10	Porcupine	0	809
2020-10-10	Region of Waterloo	18	809
2020-10-10	Renfrew County and District	1	809
2020-10-10	Simcoe Muskoka District	14	809
2020-10-10	Southwestern	0	809
2020-10-10	Sudbury & District	0	809
2020-10-10	Thunder Bay District	1	809
2020-10-10	Timiskaming	0	809
2020-10-10	Toronto	358	809
2020-10-10	Wellington-Dufferin-Guelph	4	809
2020-10-10	Windsor-Essex County	5	809
2020-10-10	York Region	76	809
2020-10-11	Algoma	2	649
2020-10-11	Brant County	5	649
2020-10-11	Chatham-Kent	0	649
2020-10-11	Durham Region	29	649
2020-10-11	Eastern Ontario	6	649
2020-10-11	Grey Bruce	0	649
2020-10-11	Haldimand-Norfolk	0	649
2020-10-11	Haliburton, Kawartha, Pine Ridge District	0	649
2020-10-11	Halton Region	49	649
2020-10-11	Hamilton	35	649
2020-10-11	Hastings and Prince Edward Counties	0	649
2020-10-11	Huron Perth District	1	649
2020-10-11	Kingston, Frontenac and Lennox & Addington	5	649
2020-10-11	Lambton	1	649
2020-10-11	Leeds, Grenville and Lanark District	3	649
2020-10-11	Middlesex-London	6	649
2020-10-11	Niagara Region	14	649
2020-10-11	North Bay Parry Sound District	0	649
2020-10-11	Northwestern	0	649
2020-10-11	Ottawa	54	649
2020-10-11	Peel	157	649
2020-10-11	Peterborough	0	649
2020-10-11	Porcupine	1	649
2020-10-11	Region of Waterloo	14	649
2020-10-11	Renfrew County and District	4	649
2020-10-11	Simcoe Muskoka District	19	649
2020-10-11	Southwestern	1	649
2020-10-11	Sudbury & District	0	649
2020-10-11	Thunder Bay District	1	649
2020-10-11	Timiskaming	0	649
2020-10-11	Toronto	140	649
2020-10-11	Wellington-Dufferin-Guelph	6	649
2020-10-11	Windsor-Essex County	9	649
2020-10-11	York Region	87	649
2020-10-12	Algoma	0	807
2020-10-12	Brant County	4	807
2020-10-12	Chatham-Kent	0	807
2020-10-12	Durham Region	8	807
2020-10-12	Eastern Ontario	5	807
2020-10-12	Grey Bruce	2	807
2020-10-12	Haldimand-Norfolk	2	807
2020-10-12	Haliburton, Kawartha, Pine Ridge District	1	807
2020-10-12	Halton Region	20	807
2020-10-12	Hamilton	34	807
2020-10-12	Hastings and Prince Edward Counties	1	807
2020-10-12	Huron Perth District	2	807
2020-10-12	Kingston, Frontenac and Lennox & Addington	2	807
2020-10-12	Lambton	-1	807
2020-10-12	Leeds, Grenville and Lanark District	-1	807
2020-10-12	Middlesex-London	29	807
2020-10-12	Niagara Region	9	807
2020-10-12	North Bay Parry Sound District	0	807
2020-10-12	Northwestern	0	807
2020-10-12	Ottawa	119	807
2020-10-12	Peel	159	807
2020-10-12	Peterborough	0	807
2020-10-12	Porcupine	0	807
2020-10-12	Region of Waterloo	8	807
2020-10-12	Renfrew County and District	1	807
2020-10-12	Simcoe Muskoka District	19	807
2020-10-12	Southwestern	4	807
2020-10-12	Sudbury & District	0	807
2020-10-12	Thunder Bay District	0	807
2020-10-12	Timiskaming	0	807
2020-10-12	Toronto	303	807
2020-10-12	Wellington-Dufferin-Guelph	10	807
2020-10-12	Windsor-Essex County	11	807
2020-10-12	York Region	56	807
2020-10-13	Algoma	0	746
2020-10-13	Brant County	3	746
2020-10-13	Chatham-Kent	0	746
2020-10-13	Durham Region	17	746
2020-10-13	Eastern Ontario	4	746
2020-10-13	Grey Bruce	2	746
2020-10-13	Haldimand-Norfolk	1	746
2020-10-13	Haliburton, Kawartha, Pine Ridge District	0	746
2020-10-13	Halton Region	29	746
2020-10-13	Hamilton	15	746
2020-10-13	Hastings and Prince Edward Counties	0	746
2020-10-13	Huron Perth District	1	746
2020-10-13	Kingston, Frontenac and Lennox & Addington	1	746
2020-10-13	Lambton	2	746
2020-10-13	Leeds, Grenville and Lanark District	1	746
2020-10-13	Middlesex-London	13	746
2020-10-13	Niagara Region	12	746
2020-10-13	North Bay Parry Sound District	0	746
2020-10-13	Northwestern	1	746
2020-10-13	Ottawa	116	746
2020-10-13	Peel	135	746
2020-10-13	Peterborough	0	746
2020-10-13	Porcupine	1	746
2020-10-13	Region of Waterloo	15	746
2020-10-13	Renfrew County and District	0	746
2020-10-13	Simcoe Muskoka District	6	746
2020-10-13	Southwestern	0	746
2020-10-13	Sudbury & District	0	746
2020-10-13	Thunder Bay District	0	746
2020-10-13	Timiskaming	0	746
2020-10-13	Toronto	311	746
2020-10-13	Wellington-Dufferin-Guelph	8	746
2020-10-13	Windsor-Essex County	10	746
2020-10-13	York Region	42	746
2020-10-14	Algoma	0	721
2020-10-14	Brant County	7	721
2020-10-14	Chatham-Kent	0	721
2020-10-14	Durham Region	22	721
2020-10-14	Eastern Ontario	20	721
2020-10-14	Grey Bruce	1	721
2020-10-14	Haldimand-Norfolk	0	721
2020-10-14	Haliburton, Kawartha, Pine Ridge District	0	721
2020-10-14	Halton Region	21	721
2020-10-14	Hamilton	41	721
2020-10-14	Hastings and Prince Edward Counties	0	721
2020-10-14	Huron Perth District	0	721
2020-10-14	Kingston, Frontenac and Lennox & Addington	0	721
2020-10-14	Lambton	1	721
2020-10-14	Leeds, Grenville and Lanark District	1	721
2020-10-14	Middlesex-London	6	721
2020-10-14	Niagara Region	-1	721
2020-10-14	North Bay Parry Sound District	1	721
2020-10-14	Northwestern	0	721
2020-10-14	Ottawa	39	721
2020-10-14	Peel	170	721
2020-10-14	Peterborough	0	721
2020-10-14	Porcupine	0	721
2020-10-14	Region of Waterloo	23	721
2020-10-14	Renfrew County and District	1	721
2020-10-14	Simcoe Muskoka District	15	721
2020-10-14	Southwestern	1	721
2020-10-14	Sudbury & District	1	721
2020-10-14	Thunder Bay District	0	721
2020-10-14	Timiskaming	0	721
2020-10-14	Toronto	270	721
2020-10-14	Wellington-Dufferin-Guelph	0	721
2020-10-14	Windsor-Essex County	2	721
2020-10-14	York Region	79	721
2020-10-15	Algoma	0	783
2020-10-15	Brant County	12	783
2020-10-15	Chatham-Kent	0	783
2020-10-15	Durham Region	40	783
2020-10-15	Eastern Ontario	23	783
2020-10-15	Grey Bruce	0	783
2020-10-15	Haldimand-Norfolk	1	783
2020-10-15	Haliburton, Kawartha, Pine Ridge District	0	783
2020-10-15	Halton Region	28	783
2020-10-15	Hamilton	19	783
2020-10-15	Hastings and Prince Edward Counties	0	783
2020-10-15	Huron Perth District	0	783
2020-10-15	Kingston, Frontenac and Lennox & Addington	0	783
2020-10-15	Lambton	0	783
2020-10-15	Leeds, Grenville and Lanark District	3	783
2020-10-15	Middlesex-London	3	783
2020-10-15	Niagara Region	19	783
2020-10-15	North Bay Parry Sound District	0	783
2020-10-15	Northwestern	0	783
2020-10-15	Ottawa	89	783
2020-10-15	Peel	136	783
2020-10-15	Peterborough	0	783
2020-10-15	Porcupine	1	783
2020-10-15	Region of Waterloo	13	783
2020-10-15	Renfrew County and District	1	783
2020-10-15	Simcoe Muskoka District	15	783
2020-10-15	Southwestern	7	783
2020-10-15	Sudbury & District	0	783
2020-10-15	Thunder Bay District	0	783
2020-10-15	Timiskaming	0	783
2020-10-15	Toronto	239	783
2020-10-15	Wellington-Dufferin-Guelph	6	783
2020-10-15	Windsor-Essex County	1	783
2020-10-15	York Region	127	783
2020-10-16	Algoma	0	712
2020-10-16	Brant County	3	712
2020-10-16	Chatham-Kent	0	712
2020-10-16	Durham Region	27	712
2020-10-16	Eastern Ontario	18	712
2020-10-16	Grey Bruce	-1	712
2020-10-16	Haldimand-Norfolk	1	712
2020-10-16	Haliburton, Kawartha, Pine Ridge District	0	712
2020-10-16	Halton Region	46	712
2020-10-16	Hamilton	22	712
2020-10-16	Hastings and Prince Edward Counties	1	712
2020-10-16	Huron Perth District	1	712
2020-10-16	Kingston, Frontenac and Lennox & Addington	0	712
2020-10-16	Lambton	9	712
2020-10-16	Leeds, Grenville and Lanark District	1	712
2020-10-16	Middlesex-London	12	712
2020-10-16	Niagara Region	5	712
2020-10-16	North Bay Parry Sound District	0	712
2020-10-16	Northwestern	1	712
2020-10-16	Ottawa	108	712
2020-10-16	Peel	135	712
2020-10-16	Peterborough	1	712
2020-10-16	Porcupine	1	712
2020-10-16	Region of Waterloo	12	712
2020-10-16	Renfrew County and District	5	712
2020-10-16	Simcoe Muskoka District	11	712
2020-10-16	Southwestern	1	712
2020-10-16	Sudbury & District	0	712
2020-10-16	Thunder Bay District	0	712
2020-10-16	Timiskaming	0	712
2020-10-16	Toronto	213	712
2020-10-16	Wellington-Dufferin-Guelph	5	712
2020-10-16	Windsor-Essex County	12	712
2020-10-16	York Region	62	712
2020-10-17	Algoma	0	805
2020-10-17	Brant County	8	805
2020-10-17	Chatham-Kent	0	805
2020-10-17	Durham Region	30	805
2020-10-17	Eastern Ontario	9	805
2020-10-17	Grey Bruce	1	805
2020-10-17	Haldimand-Norfolk	2	805
2020-10-17	Haliburton, Kawartha, Pine Ridge District	0	805
2020-10-17	Halton Region	25	805
2020-10-17	Hamilton	12	805
2020-10-17	Hastings and Prince Edward Counties	1	805
2020-10-17	Huron Perth District	1	805
2020-10-17	Kingston, Frontenac and Lennox & Addington	4	805
2020-10-17	Lambton	2	805
2020-10-17	Leeds, Grenville and Lanark District	3	805
2020-10-17	Middlesex-London	9	805
2020-10-17	Niagara Region	7	805
2020-10-17	North Bay Parry Sound District	1	805
2020-10-17	Northwestern	0	805
2020-10-17	Ottawa	70	805
2020-10-17	Peel	107	805
2020-10-17	Peterborough	1	805
2020-10-17	Porcupine	0	805
2020-10-17	Region of Waterloo	19	805
2020-10-17	Renfrew County and District	1	805
2020-10-17	Simcoe Muskoka District	6	805
2020-10-17	Southwestern	3	805
2020-10-17	Sudbury & District	0	805
2020-10-17	Thunder Bay District	0	805
2020-10-17	Timiskaming	0	805
2020-10-17	Toronto	374	805
2020-10-17	Wellington-Dufferin-Guelph	10	805
2020-10-17	Windsor-Essex County	6	805
2020-10-17	York Region	93	805
2020-10-18	Algoma	0	658
2020-10-18	Brant County	1	658
2020-10-18	Chatham-Kent	0	658
2020-10-18	Durham Region	45	658
2020-10-18	Eastern Ontario	7	658
2020-10-18	Grey Bruce	1	658
2020-10-18	Haldimand-Norfolk	0	658
2020-10-18	Haliburton, Kawartha, Pine Ridge District	0	658
2020-10-18	Halton Region	29	658
2020-10-18	Hamilton	11	658
2020-10-18	Hastings and Prince Edward Counties	0	658
2020-10-18	Huron Perth District	0	658
2020-10-18	Kingston, Frontenac and Lennox & Addington	-2	658
2020-10-18	Lambton	2	658
2020-10-18	Leeds, Grenville and Lanark District	2	658
2020-10-18	Middlesex-London	4	658
2020-10-18	Niagara Region	5	658
2020-10-18	North Bay Parry Sound District	0	658
2020-10-18	Northwestern	0	658
2020-10-18	Ottawa	66	658
2020-10-18	Peel	155	658
2020-10-18	Peterborough	1	658
2020-10-18	Porcupine	1	658
2020-10-18	Region of Waterloo	4	658
2020-10-18	Renfrew County and District	2	658
2020-10-18	Simcoe Muskoka District	18	658
2020-10-18	Southwestern	0	658
2020-10-18	Sudbury & District	1	658
2020-10-18	Thunder Bay District	0	658
2020-10-18	Timiskaming	0	658
2020-10-18	Toronto	197	658
2020-10-18	Wellington-Dufferin-Guelph	13	658
2020-10-18	Windsor-Essex County	1	658
2020-10-18	York Region	94	658
2020-10-19	Algoma	1	704
2020-10-19	Brant County	1	704
2020-10-19	Chatham-Kent	1	704
2020-10-19	Durham Region	16	704
2020-10-19	Eastern Ontario	13	704
2020-10-19	Grey Bruce	4	704
2020-10-19	Haldimand-Norfolk	1	704
2020-10-19	Haliburton, Kawartha, Pine Ridge District	1	704
2020-10-19	Halton Region	23	704
2020-10-19	Hamilton	17	704
2020-10-19	Hastings and Prince Edward Counties	1	704
2020-10-19	Huron Perth District	0	704
2020-10-19	Kingston, Frontenac and Lennox & Addington	-1	704
2020-10-19	Lambton	0	704
2020-10-19	Leeds, Grenville and Lanark District	1	704
2020-10-19	Middlesex-London	6	704
2020-10-19	Niagara Region	9	704
2020-10-19	North Bay Parry Sound District	2	704
2020-10-19	Northwestern	0	704
2020-10-19	Ottawa	51	704
2020-10-19	Peel	168	704
2020-10-19	Peterborough	2	704
2020-10-19	Porcupine	1	704
2020-10-19	Region of Waterloo	14	704
2020-10-19	Renfrew County and District	1	704
2020-10-19	Simcoe Muskoka District	17	704
2020-10-19	Southwestern	2	704
2020-10-19	Sudbury & District	0	704
2020-10-19	Thunder Bay District	0	704
2020-10-19	Timiskaming	0	704
2020-10-19	Toronto	244	704
2020-10-19	Wellington-Dufferin-Guelph	2	704
2020-10-19	Windsor-Essex County	3	704
2020-10-19	York Region	103	704
2020-10-20	Algoma	0	821
2020-10-20	Brant County	14	821
2020-10-20	Chatham-Kent	2	821
2020-10-20	Durham Region	32	821
2020-10-20	Eastern Ontario	6	821
2020-10-20	Grey Bruce	0	821
2020-10-20	Haldimand-Norfolk	1	821
2020-10-20	Haliburton, Kawartha, Pine Ridge District	0	821
2020-10-20	Halton Region	46	821
2020-10-20	Hamilton	36	821
2020-10-20	Hastings and Prince Edward Counties	0	821
2020-10-20	Huron Perth District	0	821
2020-10-20	Kingston, Frontenac and Lennox & Addington	0	821
2020-10-20	Lambton	3	821
2020-10-20	Leeds, Grenville and Lanark District	2	821
2020-10-20	Middlesex-London	10	821
2020-10-20	Niagara Region	12	821
2020-10-20	North Bay Parry Sound District	2	821
2020-10-20	Northwestern	0	821
2020-10-20	Ottawa	79	821
2020-10-20	Peel	136	821
2020-10-20	Peterborough	2	821
2020-10-20	Porcupine	0	821
2020-10-20	Region of Waterloo	14	821
2020-10-20	Renfrew County and District	0	821
2020-10-20	Simcoe Muskoka District	13	821
2020-10-20	Southwestern	6	821
2020-10-20	Sudbury & District	0	821
2020-10-20	Thunder Bay District	0	821
2020-10-20	Timiskaming	1	821
2020-10-20	Toronto	327	821
2020-10-20	Wellington-Dufferin-Guelph	4	821
2020-10-20	Windsor-Essex County	9	821
2020-10-20	York Region	64	821
2020-10-21	Algoma	0	790
2020-10-21	Brant County	3	790
2020-10-21	Chatham-Kent	4	790
2020-10-21	Durham Region	43	790
2020-10-21	Eastern Ontario	9	790
2020-10-21	Grey Bruce	0	790
2020-10-21	Haldimand-Norfolk	1	790
2020-10-21	Haliburton, Kawartha, Pine Ridge District	0	790
2020-10-21	Halton Region	24	790
2020-10-21	Hamilton	34	790
2020-10-21	Hastings and Prince Edward Counties	3	790
2020-10-21	Huron Perth District	1	790
2020-10-21	Kingston, Frontenac and Lennox & Addington	2	790
2020-10-21	Lambton	0	790
2020-10-21	Leeds, Grenville and Lanark District	2	790
2020-10-21	Middlesex-London	3	790
2020-10-21	Niagara Region	19	790
2020-10-21	North Bay Parry Sound District	-1	790
2020-10-21	Northwestern	0	790
2020-10-21	Ottawa	57	790
2020-10-21	Peel	157	790
2020-10-21	Peterborough	0	790
2020-10-21	Porcupine	0	790
2020-10-21	Region of Waterloo	15	790
2020-10-21	Renfrew County and District	1	790
2020-10-21	Simcoe Muskoka District	13	790
2020-10-21	Southwestern	0	790
2020-10-21	Sudbury & District	1	790
2020-10-21	Thunder Bay District	0	790
2020-10-21	Timiskaming	-1	790
2020-10-21	Toronto	321	790
2020-10-21	Wellington-Dufferin-Guelph	5	790
2020-10-21	Windsor-Essex County	-2	790
2020-10-21	York Region	76	790
2020-10-22	Algoma	0	841
2020-10-22	Brant County	4	841
2020-10-22	Chatham-Kent	5	841
2020-10-22	Durham Region	29	841
2020-10-22	Eastern Ontario	10	841
2020-10-22	Grey Bruce	0	841
2020-10-22	Haldimand-Norfolk	1	841
2020-10-22	Haliburton, Kawartha, Pine Ridge District	0	841
2020-10-22	Halton Region	29	841
2020-10-22	Hamilton	20	841
2020-10-22	Hastings and Prince Edward Counties	1	841
2020-10-22	Huron Perth District	0	841
2020-10-22	Kingston, Frontenac and Lennox & Addington	2	841
2020-10-22	Lambton	0	841
2020-10-22	Leeds, Grenville and Lanark District	2	841
2020-10-22	Middlesex-London	10	841
2020-10-22	Niagara Region	9	841
2020-10-22	North Bay Parry Sound District	1	841
2020-10-22	Northwestern	0	841
2020-10-22	Ottawa	72	841
2020-10-22	Peel	162	841
2020-10-22	Peterborough	2	841
2020-10-22	Porcupine	1	841
2020-10-22	Region of Waterloo	9	841
2020-10-22	Renfrew County and District	2	841
2020-10-22	Simcoe Muskoka District	24	841
2020-10-22	Southwestern	1	841
2020-10-22	Sudbury & District	0	841
2020-10-22	Thunder Bay District	0	841
2020-10-22	Timiskaming	-2	841
2020-10-22	Toronto	335	841
2020-10-22	Wellington-Dufferin-Guelph	4	841
2020-10-22	Windsor-Essex County	2	841
2020-10-22	York Region	106	841
2020-10-23	Algoma	1	826
2020-10-23	Brant County	0	826
2020-10-23	Chatham-Kent	2	826
2020-10-23	Durham Region	38	826
2020-10-23	Eastern Ontario	19	826
2020-10-23	Grey Bruce	4	826
2020-10-23	Haldimand-Norfolk	2	826
2020-10-23	Haliburton, Kawartha, Pine Ridge District	2	826
2020-10-23	Halton Region	34	826
2020-10-23	Hamilton	15	826
2020-10-23	Hastings and Prince Edward Counties	2	826
2020-10-23	Huron Perth District	1	826
2020-10-23	Kingston, Frontenac and Lennox & Addington	0	826
2020-10-23	Lambton	1	826
2020-10-23	Leeds, Grenville and Lanark District	2	826
2020-10-23	Middlesex-London	10	826
2020-10-23	Niagara Region	9	826
2020-10-23	North Bay Parry Sound District	1	826
2020-10-23	Northwestern	1	826
2020-10-23	Ottawa	87	826
2020-10-23	Peel	186	826
2020-10-23	Peterborough	1	826
2020-10-23	Porcupine	0	826
2020-10-23	Region of Waterloo	13	826
2020-10-23	Renfrew County and District	0	826
2020-10-23	Simcoe Muskoka District	3	826
2020-10-23	Southwestern	3	826
2020-10-23	Sudbury & District	2	826
2020-10-23	Thunder Bay District	1	826
2020-10-23	Timiskaming	0	826
2020-10-23	Toronto	292	826
2020-10-23	Wellington-Dufferin-Guelph	16	826
2020-10-23	Windsor-Essex County	6	826
2020-10-23	York Region	72	826
2020-10-24	Algoma	0	978
2020-10-24	Brant County	9	978
2020-10-24	Chatham-Kent	0	978
2020-10-24	Durham Region	51	978
2020-10-24	Eastern Ontario	43	978
2020-10-24	Grey Bruce	0	978
2020-10-24	Haldimand-Norfolk	2	978
2020-10-24	Haliburton, Kawartha, Pine Ridge District	0	978
2020-10-24	Halton Region	21	978
2020-10-24	Hamilton	10	978
2020-10-24	Hastings and Prince Edward Counties	-1	978
2020-10-24	Huron Perth District	0	978
2020-10-24	Kingston, Frontenac and Lennox & Addington	2	978
2020-10-24	Lambton	-1	978
2020-10-24	Leeds, Grenville and Lanark District	6	978
2020-10-24	Middlesex-London	8	978
2020-10-24	Niagara Region	10	978
2020-10-24	North Bay Parry Sound District	-1	978
2020-10-24	Northwestern	0	978
2020-10-24	Ottawa	89	978
2020-10-24	Peel	170	978
2020-10-24	Peterborough	0	978
2020-10-24	Porcupine	1	978
2020-10-24	Region of Waterloo	14	978
2020-10-24	Renfrew County and District	8	978
2020-10-24	Simcoe Muskoka District	23	978
2020-10-24	Southwestern	1	978
2020-10-24	Sudbury & District	2	978
2020-10-24	Thunder Bay District	4	978
2020-10-24	Timiskaming	1	978
2020-10-24	Toronto	348	978
2020-10-24	Wellington-Dufferin-Guelph	15	978
2020-10-24	Windsor-Essex County	2	978
2020-10-24	York Region	141	978
2020-10-25	Algoma	0	1042
2020-10-25	Brant County	5	1042
2020-10-25	Chatham-Kent	9	1042
2020-10-25	Durham Region	52	1042
2020-10-25	Eastern Ontario	17	1042
2020-10-25	Grey Bruce	1	1042
2020-10-25	Haldimand-Norfolk	5	1042
2020-10-25	Haliburton, Kawartha, Pine Ridge District	1	1042
2020-10-25	Halton Region	31	1042
2020-10-25	Hamilton	13	1042
2020-10-25	Hastings and Prince Edward Counties	2	1042
2020-10-25	Huron Perth District	1	1042
2020-10-25	Kingston, Frontenac and Lennox & Addington	1	1042
2020-10-25	Lambton	2	1042
2020-10-25	Leeds, Grenville and Lanark District	4	1042
2020-10-25	Middlesex-London	10	1042
2020-10-25	Niagara Region	23	1042
2020-10-25	North Bay Parry Sound District	0	1042
2020-10-25	Northwestern	1	1042
2020-10-25	Ottawa	80	1042
2020-10-25	Peel	289	1042
2020-10-25	Peterborough	0	1042
2020-10-25	Porcupine	0	1042
2020-10-25	Region of Waterloo	21	1042
2020-10-25	Renfrew County and District	2	1042
2020-10-25	Simcoe Muskoka District	16	1042
2020-10-25	Southwestern	5	1042
2020-10-25	Sudbury & District	5	1042
2020-10-25	Thunder Bay District	0	1042
2020-10-25	Timiskaming	-1	1042
2020-10-25	Toronto	309	1042
2020-10-25	Wellington-Dufferin-Guelph	9	1042
2020-10-25	Windsor-Essex County	12	1042
2020-10-25	York Region	117	1042
2020-10-26	Algoma	1	851
2020-10-26	Brant County	7	851
2020-10-26	Chatham-Kent	5	851
