from_date,to_date,public_health_unit,age_group,total_cases,total_deaths,total_hospitalizations_count,percent_cases,percent_deaths,percent_hospitalizations
"January 15, 2020","March 2, 2022",Timiskaming,12 to 19,74,0,3,0.06395851339671564,0,0.057692307692307696
"January 15, 2020","March 2, 2022",Timiskaming,20 to 39,405,1,5,0.3500432152117545,0.058823529411764705,0.09615384615384616
"January 15, 2020","March 2, 2022",Timiskaming,40 to 59,285,1,12,0.24632670700086431,0.058823529411764705,0.23076923076923078
"January 15, 2020","March 2, 2022",Timiskaming,5 to 11,108,0,0,0.09334485738980121,0,0
"January 15, 2020","March 2, 2022",Timiskaming,60 to 79,166,4,22,0.14347450302506481,0.23529411764705882,0.4230769230769231
"January 15, 2020","March 2, 2022",Timiskaming,80+,66,11,9,0.05704407951598963,0.6470588235294118,0.17307692307692307
"January 15, 2020","March 2, 2022",Region of Waterloo,0 to 4,1082,1,29,0.026657468772327476,0.002512562814070352,0.01860166773572803
"January 15, 2020","March 2, 2022",Region of Waterloo,12 to 19,3703,0,21,0.0912316144768287,0,0.013470173187940988
"January 15, 2020","March 2, 2022",Region of Waterloo,20 to 39,16817,3,160,0.41432407795215453,0.007537688442211055,0.10262989095574086
"January 15, 2020","March 2, 2022",Region of Waterloo,40 to 59,10562,31,356,0.26021828574244255,0.07788944723618091,0.2283515073765234
"January 15, 2020","March 2, 2022",Region of Waterloo,5 to 11,2259,0,8,0.0556554731577521,0,0.005131494547787043
"January 15, 2020","March 2, 2022",Region of Waterloo,60 to 79,4355,115,580,0.1072950799477691,0.2889447236180904,0.3720333547145606
"January 15, 2020","March 2, 2022",Region of Waterloo,80+,1811,248,405,0.044617999950725566,0.6231155778894473,0.25978191148171903
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,0 to 4,632,0,18,0.03411790110127402,0,0.03214285714285714
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,12 to 19,1906,0,8,0.1028935435111207,0,0.014285714285714285
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,20 to 39,7149,1,54,0.38593176419779746,0.006329113924050633,0.09642857142857143
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,40 to 59,5027,10,119,0.27137767220902614,0.06329113924050633,0.2125
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,5 to 11,1101,1,4,0.05943640682358022,0.006329113924050633,0.007142857142857143
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,60 to 79,1986,46,225,0.10721226516950982,0.2911392405063291,0.4017857142857143
"January 15, 2020","March 2, 2022",Wellington-Dufferin-Guelph,80+,723,100,132,0.03903044698769164,0.6329113924050633,0.2357142857142857
"January 15, 2020","March 2, 2022",Windsor-Essex County,0 to 4,853,0,30,0.022858827312680886,0,0.02262443438914027
"January 15, 2020","March 2, 2022",Windsor-Essex County,12 to 19,3185,1,18,0.08535212777360918,0.0016638935108153079,0.013574660633484163
"January 15, 2020","March 2, 2022",Windsor-Essex County,20 to 39,14148,7,119,0.3791403151463179,0.011647254575707155,0.08974358974358974
"January 15, 2020","March 2, 2022",Windsor-Essex County,40 to 59,10489,45,299,0.28108586129274304,0.07487520798668885,0.22549019607843138
"January 15, 2020","March 2, 2022",Windsor-Essex County,5 to 11,2106,0,12,0.05643691714010076,0,0.00904977375565611
"January 15, 2020","March 2, 2022",Windsor-Essex County,60 to 79,4789,233,526,0.1283363704577125,0.3876871880199667,0.39668174962292607
"January 15, 2020","March 2, 2022",Windsor-Essex County,80+,1746,315,322,0.04678958087683567,0.5241264559068219,0.24283559577677225
"January 15, 2020","March 2, 2022",York Region,0 to 4,2898,1,51,0.029465592972181553,9.569377990430622e-4,0.015088757396449704
"January 15, 2020","March 2, 2022",York Region,12 to 19,9422,0,21,0.0957987636245323,0,0.00621301775147929
"January 15, 2020","March 2, 2022",York Region,20 to 39,33061,12,232,0.336149747844477,0.011483253588516746,0.06863905325443787
"January 15, 2020","March 2, 2022",York Region,40 to 59,30507,87,799,0.31018179599804785,0.08325358851674641,0.2363905325443787
"January 15, 2020","March 2, 2022",York Region,5 to 11,6271,0,17,0.0637607776150968,0,0.005029585798816568
"January 15, 2020","March 2, 2022",York Region,60 to 79,12533,334,1267,0.12743004717748496,0.3196172248803828,0.37485207100591716
